DB00660	DB09117
DB00831	DB00865
DB00752	DB01288
DB00949	DB06335
DB00819	DB06204
DB09030	DB09065
DB00688	DB01053
DB00425	DB00962
DB00301	DB00563
DB00734	DB01214
DB00176	DB01609
DB00328	DB00684
DB00220	DB06636
DB00375	DB00390
DB01083	DB09118
DB01045	DB08873
DB01600	DB03615
DB00726	DB01178
DB00726	DB00933
DB01211	DB08867
DB00951	DB01380
DB00394	DB01609
DB09050	DB09268
DB00457	DB01392
DB00374	DB00712
DB00227	DB08912
DB00690	DB06201
DB00611	DB01017
DB00758	DB01129
DB00191	DB01620
DB00726	DB00765
DB00364	DB00391
DB00181	DB09068
DB00657	DB01582
DB00244	DB00501
DB00759	DB08795
DB01403	DB01576
DB00393	DB00857
DB00706	DB02703
DB00715	DB01225
DB00715	DB00854
DB00390	DB08816
DB00622	DB01355
DB00706	DB00976
DB00072	DB00108
DB00254	DB00418
DB00206	DB00521
DB00521	DB06709
DB01118	DB01590
DB00035	DB00605
DB00169	DB01406
DB01036	DB01149
DB00193	DB08912
DB00563	DB06643
DB00790	DB01119
DB00014	DB00862
DB04896	DB08935
DB00623	DB00697
DB01560	DB09555
DB00216	DB09073
DB00009	DB01399
DB00370	DB09118
DB01175	DB06704
DB00334	DB01278
DB00191	DB00420
DB01124	DB06203
DB00537	DB04908
DB05239	DB09118
DB00968	DB09220
DB01399	DB04272
DB00834	DB06605
DB00559	DB01234
DB00573	DB08935
DB01176	DB06148
DB00440	DB01307
DB00673	DB04884
DB00349	DB08933
DB01058	DB02703
DB00344	DB00486
DB00313	DB06201
DB00615	DB00675
DB00468	DB00682
DB00814	DB01296
DB05812	DB06589
DB00196	DB00554
DB00041	DB01013
DB00026	DB01281
DB00213	DB00563
DB01072	DB01263
DB01189	DB08883
DB00452	DB01112
DB08826	DB11248
DB00243	DB02703
DB01016	DB01251
DB01109	DB06605
DB00334	DB08918
DB01043	DB01156
DB04876	DB04946
DB00297	DB01214
DB00661	DB00864
DB00387	DB00408
DB00727	DB04884
DB00472	DB00758
DB00543	DB00679
DB01193	DB01614
DB01577	DB09082
DB00202	DB00919
DB00181	DB00454
DB00470	DB01407
DB00046	DB09009
DB00687	DB00749
DB00381	DB00956
DB01211	DB08932
DB00224	DB06626
DB00177	DB00887
DB04855	DB08899
DB00136	DB00834
DB01106	DB05271
DB00820	DB00887
DB00041	DB01136
DB00214	DB00332
DB00436	DB00611
DB00203	DB05521
DB00222	DB01232
DB00059	DB00072
DB00014	DB00420
DB01398	DB06335
DB00418	DB00814
DB00176	DB04908
DB00908	DB01238
DB00187	DB00862
DB00186	DB01219
DB00780	DB00808
DB00346	DB09036
DB00904	DB01151
DB00191	DB01623
DB00422	DB01623
DB00304	DB08813
DB00072	DB06603
DB00661	DB01177
DB00451	DB01344
DB00761	DB00985
DB01591	DB02703
DB00187	DB00280
DB06702	DB09036
DB00091	DB08895
DB00524	DB00945
DB00863	DB01232
DB00263	DB00615
DB00530	DB01045
DB00998	DB04842
DB00214	DB00620
DB00238	DB01156
DB00762	DB04905
DB00962	DB01173
DB01320	DB09117
DB00082	DB06791
DB00541	DB06273
DB00468	DB00732
DB00555	DB06207
DB00346	DB00373
DB01201	DB09054
DB00813	DB01041
DB00765	DB00972
DB00300	DB00479
DB00007	DB00263
DB01045	DB06708
DB00541	DB08865
DB00819	DB06148
DB01181	DB08899
DB01178	DB01233
DB00277	DB00801
DB00482	DB00955
DB01126	DB09065
DB00747	DB09072
DB00402	DB00484
DB00078	DB00500
DB01238	DB08893
DB00933	DB01367
DB01203	DB01306
DB00750	DB01087
DB04855	DB09065
DB00227	DB00872
DB01106	DB01409
DB00474	DB04825
DB00493	DB00682
DB00732	DB00781
DB00187	DB01355
DB00014	DB00757
DB00204	DB01035
DB00884	DB11126
DB00477	DB06702
DB01162	DB04884
DB00335	DB00474
DB01242	DB09039
DB00281	DB08880
DB00252	DB00565
DB01221	DB06290
DB01004	DB01024
DB00091	DB01024
DB00022	DB00289
DB00191	DB06144
DB01114	DB05271
DB00420	DB09117
DB00013	DB00328
DB00343	DB00734
DB01036	DB09290
DB00706	DB04841
DB00898	DB01224
DB00213	DB01171
DB01115	DB09282
DB01223	DB08881
DB00842	DB01392
DB00465	DB00573
DB00104	DB00502
DB00309	DB01026
DB00182	DB00344
DB00564	DB01041
DB00601	DB01247
DB01591	DB08897
DB00726	DB01156
DB06717	DB09083
DB00104	DB00780
DB00427	DB06767
DB08820	DB09083
DB01609	DB08910
DB01165	DB06769
DB00215	DB00608
DB00422	DB01200
DB00180	DB06717
DB00186	DB01151
DB01219	DB06201
DB00728	DB01035
DB00790	DB01399
DB00394	DB09067
DB00622	DB01394
DB00710	DB00798
DB00262	DB01656
DB00563	DB00605
DB00051	DB00072
DB00196	DB06636
DB00222	DB00436
DB00313	DB00334
DB00454	DB01041
DB05109	DB08820
DB00285	DB00814
DB00295	DB00865
DB00630	DB00684
DB00214	DB06696
DB00046	DB00959
DB00819	DB00909
DB01109	DB04272
DB00258	DB00555
DB01021	DB06410
DB01320	DB09123
DB00408	DB09080
DB01174	DB01577
DB00880	DB01306
DB00177	DB00598
DB00687	DB01201
DB00852	DB01577
DB00046	DB08907
DB00182	DB11124
DB00182	DB06724
DB00295	DB08897
DB00794	DB00962
DB01109	DB01395
DB00425	DB09555
DB00794	DB08930
DB00182	DB01579
DB00358	DB00599
DB00794	DB01144
DB01214	DB09063
DB00564	DB01182
DB00009	DB00788
DB01275	DB09220
DB00159	DB04272
DB00206	DB01173
DB00673	DB09143
DB08820	DB09036
DB00343	DB06605
DB01049	DB08933
DB01264	DB01307
DB00201	DB00682
DB00367	DB00418
DB00388	DB00601
DB00706	DB01211
DB00762	DB09048
DB00806	DB01203
DB00968	DB01247
DB00705	DB01609
DB00196	DB01259
DB01149	DB09227
DB00021	DB00804
DB00086	DB00233
DB00477	DB01233
DB00214	DB00414
DB00908	DB01418
DB00021	DB00924
DB00794	DB00881
DB00613	DB01129
DB00734	DB01577
DB00976	DB01323
DB00199	DB01590
DB05109	DB08865
DB01098	DB11354
DB00433	DB00924
DB01072	DB01218
DB00041	DB01115
DB00047	DB09009
DB00708	DB08883
DB00290	DB08895
DB00974	DB09539
DB00215	DB01267
DB01264	DB04876
DB00565	DB00684
DB09063	DB09166
DB00934	DB01403
DB01174	DB01238
DB01072	DB01222
DB00637	DB06717
DB01211	DB06695
DB00682	DB00783
DB00521	DB09083
DB00321	DB11124
DB00887	DB01353
DB00903	DB06696
DB01264	DB08882
DB00994	DB01602
DB00188	DB01323
DB00280	DB02901
DB00423	DB00921
DB00477	DB01200
DB00880	DB01355
DB00248	DB01214
DB00312	DB01020
DB08903	DB09063
DB00266	DB01067
DB00331	DB00620
DB00440	DB00790
DB00176	DB00216
DB00712	DB06695
DB00072	DB01177
DB06290	DB08895
DB00652	DB01041
DB00199	DB01071
DB00176	DB00908
DB00300	DB03615
DB00363	DB00470
DB00872	DB08873
DB00204	DB00289
DB00047	DB08912
DB06372	DB08904
DB00945	DB01032
DB00344	DB01623
DB09112	DB09401
DB00887	DB09083
DB06824	DB09322
DB00368	DB00598
DB00193	DB00310
DB00384	DB00761
DB00186	DB01595
DB01181	DB01232
DB01234	DB08820
DB00184	DB01174
DB00202	DB00531
DB00046	DB00199
DB00425	DB05521
DB00497	DB00704
DB01070	DB01406
DB00686	DB06441
DB01264	DB01624
DB00215	DB01118
DB00708	DB00819
DB00413	DB01173
DB00315	DB01403
DB00987	DB01099
DB00903	DB06204
DB00341	DB00715
DB00104	DB00468
DB00472	DB04946
DB00582	DB01049
DB01200	DB09054
DB00498	DB01600
DB00072	DB00073
DB00382	DB01171
DB01120	DB08882
DB00607	DB00994
DB00188	DB00738
DB01020	DB08820
DB01049	DB04842
DB00266	DB00482
DB00653	DB01023
DB00370	DB00972
DB00289	DB01168
DB00278	DB11133
DB00684	DB00903
DB00186	DB00593
DB00195	DB08896
DB00972	DB01215
DB00013	DB00991
DB00199	DB01074
DB00196	DB00497
DB01407	DB06704
DB00344	DB00418
DB00802	DB01560
DB00700	DB09073
DB00619	DB06605
DB00031	DB08794
DB00414	DB09128
DB00668	DB11124
DB01381	DB01418
DB00734	DB00843
DB00370	DB00967
DB00474	DB00999
DB00449	DB00692
DB00322	DB06218
DB00593	DB06717
DB00593	DB09054
DB00264	DB01156
DB00603	DB01109
DB00078	DB00374
DB00443	DB08895
DB00031	DB00208
DB00945	DB01600
DB00956	DB01221
DB00237	DB00633
DB09276	DB09477
DB00224	DB08896
DB00364	DB00759
DB00623	DB01403
DB00752	DB00881
DB00443	DB06643
DB00682	DB09063
DB06616	DB09118
DB01207	DB01240
DB00564	DB00661
DB00374	DB00573
DB01397	DB01427
DB00468	DB08914
DB00668	DB06335
DB00449	DB00726
DB00952	DB01238
DB00675	DB01590
DB00425	DB01106
DB00530	DB00537
DB00753	DB01064
DB00289	DB00938
DB00528	DB01162
DB00524	DB00657
DB00834	DB04946
DB04908	DB05521
DB01021	DB01306
DB00697	DB06204
DB00196	DB09118
DB00727	DB00820
DB00974	DB09053
DB00199	DB08870
DB00619	DB09288
DB00871	DB06704
DB00768	DB00898
DB00422	DB00540
DB01198	DB06204
DB00444	DB01609
DB00861	DB09285
DB00512	DB00814
DB00450	DB01221
DB00594	DB00734
DB01049	DB09054
DB04825	DB11110
DB01143	DB01275
DB01288	DB01365
DB00697	DB09072
DB00486	DB01624
DB01220	DB01268
DB00182	DB01356
DB00977	DB01418
DB01219	DB06717
DB00277	DB00388
DB00182	DB00921
DB00054	DB00715
DB06290	DB09128
DB00997	DB01319
DB00794	DB06335
DB00199	DB00331
DB00465	DB03619
DB00254	DB01354
DB00756	DB09268
DB00726	DB01233
DB01045	DB08901
DB01254	DB08820
DB00641	DB09048
DB00321	DB00749
DB00374	DB11133
DB01174	DB09068
DB00422	DB01168
DB00736	DB01166
DB00294	DB06697
DB00390	DB00880
DB00623	DB00934
DB00470	DB00956
DB00898	DB01020
DB00252	DB01020
DB01041	DB01174
DB00078	DB00569
DB01045	DB06717
DB00672	DB06663
DB01167	DB04884
DB00472	DB08794
DB00656	DB06273
DB00007	DB04953
DB00555	DB09104
DB00555	DB01162
DB00703	DB00734
DB01251	DB09123
DB04574	DB06777
DB00041	DB00700
DB00364	DB00582
DB00930	DB01380
DB00397	DB05039
DB00425	DB00555
DB00872	DB08865
DB00390	DB00565
DB00679	DB01026
DB00975	DB01254
DB00497	DB01560
DB01206	DB04817
DB08826	DB09407
DB00957	DB00974
DB06218	DB06415
DB00297	DB09266
DB00503	DB08870
DB00277	DB00404
DB00321	DB08893
DB00104	DB01211
DB00648	DB06626
DB01054	DB01164
DB01367	DB04884
DB00446	DB01016
DB01357	DB09280
DB00277	DB00437
DB00289	DB05812
DB01268	DB06717
DB00250	DB09036
DB00285	DB00433
DB00752	DB09009
DB00086	DB00605
DB00382	DB00737
DB00338	DB01175
DB00047	DB06719
DB00872	DB09073
DB00994	DB01415
DB00934	DB01173
DB00294	DB01024
DB00900	DB01165
DB01173	DB01189
DB00332	DB01577
DB08815	DB08907
DB04855	DB06218
DB00712	DB01208
DB00486	DB00623
DB01263	DB08870
DB08883	DB09071
DB00104	DB06415
DB00312	DB00557
DB00983	DB06706
DB00660	DB01017
DB00237	DB06201
DB00182	DB01364
DB00497	DB01263
DB00203	DB00398
DB00692	DB01392
DB01072	DB04908
DB00425	DB00455
DB00105	DB01265
DB00248	DB00767
DB00657	DB01298
DB00833	DB06696
DB00477	DB09083
DB00398	DB00648
DB00006	DB09075
DB00070	DB00281
DB00540	DB00921
DB00108	DB01222
DB00624	DB09564
DB00997	DB01076
DB00508	DB01149
DB01026	DB05109
DB00035	DB00454
DB00436	DB01070
DB00863	DB01035
DB04953	DB06204
DB00384	DB00497
DB00021	DB00408
DB00519	DB01021
DB00009	DB01166
DB00843	DB06144
DB00169	DB00682
DB01045	DB01167
DB00199	DB00227
DB00312	DB00450
DB01151	DB01355
DB00366	DB00494
DB00477	DB09097
DB04938	DB06273
DB00031	DB06700
DB00951	DB04861
DB01182	DB08899
DB00007	DB00502
DB00593	DB01577
DB01120	DB08914
DB00280	DB00387
DB00575	DB05271
DB01087	DB09071
DB00865	DB01618
DB06717	DB09036
DB00910	DB01232
DB00479	DB00903
DB01219	DB09073
DB05521	DB06218
DB00159	DB00620
DB01241	DB08860
DB00796	DB01356
DB00178	DB00346
DB01173	DB04946
DB00091	DB01263
DB01215	DB09054
DB00653	DB00661
DB00182	DB09009
DB00503	DB00912
DB00009	DB01240
DB00863	DB09280
DB00227	DB00976
DB00243	DB09065
DB00465	DB09053
DB00880	DB01124
DB00009	DB06779
DB00281	DB00834
DB00300	DB00712
DB00571	DB00989
DB00046	DB04946
DB00970	DB08895
DB00381	DB01238
DB00734	DB00921
DB00582	DB00969
DB00472	DB00946
DB00831	DB01021
DB00608	DB05812
DB00214	DB01309
DB00227	DB06723
DB00307	DB00759
DB00974	DB09030
DB01124	DB01169
DB00182	DB00945
DB00031	DB00975
DB00470	DB01072
DB00653	DB01024
DB00802	DB06201
DB00273	DB01075
DB01377	DB08864
DB00166	DB00331
DB00270	DB06717
DB00653	DB00950
DB01072	DB08895
DB01021	DB08976
DB01609	DB08896
DB01656	DB06168
DB00252	DB09112
DB04817	DB05109
DB00270	DB00564
DB00813	DB00834
DB01394	DB08933
DB00331	DB00687
DB01255	DB06711
DB01551	DB09295
DB00333	DB01238
DB00269	DB06697
DB00220	DB00997
DB00734	DB09072
DB01224	DB01355
DB00030	DB06663
DB00307	DB01254
DB01621	DB06723
DB01263	DB09074
DB00224	DB04868
DB00847	DB00863
DB00364	DB00390
DB01264	DB09048
DB00427	DB00841
DB01244	DB06207
DB00921	DB01068
DB00216	DB01211
DB00684	DB00958
DB00806	DB01600
DB00887	DB00955
DB01656	DB08935
DB00083	DB09076
DB01100	DB01255
DB00582	DB00687
DB00829	DB08883
DB00350	DB08935
DB01208	DB09045
DB00564	DB00741
DB00280	DB09272
DB01355	DB08941
DB06817	DB08860
DB00476	DB00881
DB00321	DB01037
DB00030	DB01037
DB00046	DB09063
DB00864	DB01234
DB00937	DB01168
DB01440	DB01558
DB00379	DB01100
DB00374	DB01197
DB00484	DB00768
DB01238	DB01356
DB00875	DB08918
DB00199	DB01394
DB00072	DB01281
DB00080	DB01076
DB00959	DB08914
DB01222	DB06717
DB01319	DB09036
DB06210	DB11248
DB00569	DB01166
DB00687	DB00784
DB08820	DB09049
DB00586	DB00784
DB00738	DB01306
DB00950	DB01409
DB00112	DB00997
DB01403	DB08883
DB00396	DB01007
DB00682	DB01418
DB00437	DB00524
DB00593	DB09073
DB00022	DB01621
DB00898	DB09118
DB00496	DB08912
DB00470	DB09080
DB01147	DB01418
DB00703	DB01195
DB01627	DB09268
DB00054	DB06695
DB00086	DB00814
DB00470	DB00474
DB01118	DB09027
DB01149	DB01323
DB00380	DB00997
DB00334	DB01021
DB00203	DB06717
DB00322	DB04938
DB01211	DB01254
DB01248	DB01656
DB00334	DB01609
DB00765	DB04953
DB01038	DB01247
DB00082	DB00899
DB00784	DB09053
DB00794	DB09077
DB00449	DB01253
DB00041	DB00521
DB00252	DB09074
DB00266	DB00344
DB00749	DB09285
DB00224	DB00864
DB00715	DB09555
DB00030	DB01403
DB00300	DB00577
DB00780	DB08822
DB00571	DB03128
DB00182	DB01038
DB00967	DB01560
DB00040	DB01247
DB01307	DB06825
DB00072	DB01024
DB00830	DB06707
DB00193	DB00484
DB01211	DB08864
DB01211	DB06772
DB00083	DB00202
DB00108	DB08877
DB01167	DB06273
DB01239	DB09068
DB05521	DB06772
DB00834	DB09034
DB00829	DB00972
DB00422	DB00816
DB00188	DB01165
DB01097	DB01254
DB00656	DB01624
DB00206	DB00514
DB00875	DB00924
DB00543	DB00921
DB01151	DB03880
DB00996	DB01377
DB01018	DB01173
DB01063	DB01104
DB01104	DB01254
DB00622	DB06717
DB00089	DB00741
DB00252	DB00450
DB00582	DB00736
DB01267	DB06201
DB00425	DB01114
DB04868	DB09063
DB00216	DB01623
DB00608	DB00648
DB00956	DB09118
DB00949	DB01354
DB00682	DB06228
DB00391	DB00979
DB00542	DB06287
DB00461	DB06228
DB00679	DB00924
DB00470	DB01242
DB00333	DB01006
DB01577	DB06767
DB00252	DB01159
DB00166	DB06292
DB00237	DB09288
DB01049	DB01063
DB00738	DB01208
DB00285	DB00500
DB01029	DB01119
DB00035	DB00065
DB00277	DB01609
DB00498	DB00758
DB00682	DB01355
DB01285	DB01398
DB01320	DB04908
DB00091	DB01082
DB00713	DB00798
DB01263	DB06176
DB00427	DB06148
DB00635	DB00673
DB00938	DB01001
DB00697	DB01095
DB01551	DB01560
DB00297	DB04861
DB00571	DB06709
DB00334	DB01356
DB00252	DB09256
DB00268	DB00321
DB01054	DB01174
DB01158	DB09083
DB00206	DB04871
DB01176	DB08883
DB00450	DB00611
DB00903	DB01016
DB00224	DB01182
DB00752	DB01018
DB00872	DB00897
DB00482	DB01225
DB00321	DB01009
DB00593	DB02703
DB00327	DB00384
DB00397	DB00871
DB00091	DB01600
DB00237	DB09026
DB00472	DB00571
DB04841	DB09407
DB04844	DB06204
DB01058	DB09048
DB00907	DB06290
DB01390	DB09101
DB00220	DB06789
DB01173	DB01403
DB00204	DB00927
DB06203	DB08912
DB00549	DB00559
DB00974	DB06754
DB00607	DB01082
DB00181	DB00370
DB00083	DB00831
DB00461	DB01418
DB00418	DB00682
DB00402	DB06290
DB08827	DB08912
DB00373	DB01392
DB00328	DB01296
DB00555	DB00921
DB00197	DB01120
DB00981	DB03128
DB00615	DB06605
DB01015	DB01398
DB00635	DB01251
DB06589	DB08860
DB00454	DB01233
DB00679	DB01238
DB00691	DB01353
DB00918	DB01463
DB00715	DB01595
DB00215	DB00529
DB01118	DB09102
DB00830	DB01364
DB00213	DB06695
DB00415	DB01032
DB00598	DB04855
DB00930	DB01586
DB00227	DB00627
DB00418	DB01015
DB00933	DB09068
DB00186	DB00231
DB00390	DB01172
DB00738	DB01238
DB00309	DB01319
DB00450	DB01041
DB00356	DB00653
DB00924	DB01239
DB00263	DB00472
DB00109	DB01232
DB01263	DB08875
DB00627	DB01016
DB00575	DB06201
DB06273	DB09068
DB00672	DB00959
DB00181	DB00427
DB00503	DB01117
DB00780	DB01175
DB00275	DB08880
DB00193	DB00220
DB00502	DB09097
DB00679	DB00908
DB00322	DB01067
DB00188	DB04817
DB01041	DB09555
DB01263	DB08903
DB00254	DB01355
DB06153	DB09117
DB00224	DB01026
DB00176	DB00969
DB00454	DB00677
DB01050	DB09053
DB00712	DB04272
DB01021	DB01106
DB01118	DB06207
DB01407	DB11124
DB00248	DB01233
DB00501	DB01136
DB00186	DB01069
DB00232	DB01235
DB00388	DB00427
DB00712	DB00946
DB01142	DB06701
DB00472	DB01021
DB00224	DB00531
DB09068	DB11133
DB00176	DB00945
DB00833	DB08880
DB00436	DB01114
DB00697	DB01041
DB00178	DB00794
DB00955	DB01331
DB00215	DB01038
DB00317	DB00338
DB00277	DB00521
DB00559	DB00564
DB00752	DB06711
DB00252	DB01118
DB06626	DB09119
DB00214	DB00764
DB00176	DB06779
DB01306	DB09009
DB00897	DB01223
DB01064	DB01291
DB01042	DB01097
DB00289	DB00834
DB00528	DB01026
DB00603	DB00956
DB09128	DB09291
DB00454	DB05271
DB01339	DB01356
DB00338	DB00710
DB01208	DB01380
DB00607	DB01115
DB00182	DB00623
DB01233	DB09112
DB00397	DB09082
DB00889	DB01104
DB00983	DB01193
DB00696	DB01233
DB00334	DB01576
DB00582	DB09227
DB01166	DB06228
DB00470	DB09063
DB00320	DB00727
DB01072	DB09262
DB00675	DB00682
DB00822	DB01236
DB00433	DB01560
DB00537	DB04905
DB04884	DB06636
DB01222	DB01377
DB00446	DB00839
DB00780	DB09209
DB00427	DB00830
DB00564	DB01151
DB00237	DB00598
DB00794	DB06684
DB00177	DB00594
DB00042	DB00366
DB04905	DB08889
DB00072	DB00860
DB00182	DB00736
DB00196	DB08896
DB00780	DB01224
DB00270	DB11126
DB00590	DB01143
DB01143	DB01203
DB00916	DB09268
DB00734	DB01309
DB00202	DB01192
DB00715	DB01296
DB00679	DB00997
DB06822	DB09211
DB00953	DB06808
DB01119	DB04876
DB00486	DB06690
DB00243	DB09073
DB00458	DB09072
DB00553	DB08910
DB01168	DB06707
DB00808	DB08935
DB00446	DB00864
DB00695	DB00816
DB01247	DB06707
DB00341	DB00486
DB00248	DB00450
DB00635	DB00834
DB01307	DB09123
DB00486	DB00921
DB00300	DB00900
DB00358	DB09036
DB00030	DB01264
DB00687	DB01395
DB00673	DB01045
DB00007	DB09564
DB00379	DB00564
DB06663	DB08914
DB01203	DB01353
DB00278	DB00946
DB00175	DB11354
DB00215	DB01241
DB01175	DB09053
DB00446	DB01354
DB00959	DB01097
DB06335	DB09063
DB00983	DB11124
DB00836	DB09280
DB04842	DB09097
DB00637	DB05521
DB06273	DB08879
DB00379	DB09065
DB00252	DB01594
DB00363	DB00570
DB00601	DB06711
DB00390	DB01136
DB00381	DB01320
DB00335	DB01115
DB00752	DB00865
DB00794	DB06701
DB00434	DB01247
DB00559	DB08896
DB06207	DB09102
DB00476	DB00703
DB01222	DB01390
DB08899	DB09061
DB00126	DB01357
DB00163	DB01050
DB00246	DB00248
DB00022	DB01624
DB00313	DB01151
DB00717	DB01024
DB00283	DB00295
DB01017	DB01224
DB00656	DB01239
DB00436	DB09220
DB00328	DB00686
DB00605	DB06813
DB00201	DB01244
DB06701	DB09273
DB00980	DB05812
DB04855	DB06616
DB00346	DB00780
DB00656	DB00850
DB00398	DB00864
DB00758	DB06441
DB00790	DB01354
DB00040	DB01151
DB00304	DB04272
DB00773	DB01320
DB01124	DB09214
DB00648	DB05109
DB00678	DB01609
DB00715	DB09211
DB00243	DB06717
DB00199	DB01307
DB00318	DB01151
DB01129	DB09036
DB00334	DB00503
DB00177	DB00695
DB01618	DB06684
DB00204	DB09330
DB00349	DB09280
DB00530	DB01026
DB09009	DB09273
DB00695	DB00903
DB01223	DB01356
DB00742	DB00820
DB08816	DB08873
DB00250	DB01174
DB00500	DB00806
DB00763	DB01238
DB00830	DB06714
DB00503	DB01166
DB00266	DB00624
DB00503	DB04835
DB00765	DB06216
DB06204	DB09290
DB00013	DB01166
DB00280	DB09048
DB00349	DB00370
DB01182	DB06414
DB00541	DB00752
DB00997	DB09036
DB01238	DB04876
DB00285	DB00374
DB00359	DB09063
DB00590	DB04841
DB00656	DB04842
DB01398	DB09045
DB00215	DB01232
DB00186	DB00831
DB00187	DB01291
DB00986	DB11315
DB00188	DB00648
DB00796	DB08907
DB00181	DB00494
DB00596	DB09063
DB01238	DB09097
DB00220	DB00910
DB00009	DB06700
DB00047	DB00717
DB00479	DB00671
DB00541	DB01072
DB08815	DB08912
DB01151	DB09117
DB01214	DB06709
DB00065	DB00887
DB00448	DB00682
DB00277	DB00957
DB01173	DB01267
DB00266	DB00583
DB00401	DB00872
DB00758	DB01225
DB00494	DB00972
DB01193	DB09009
DB00877	DB01340
DB01166	DB08827
DB00188	DB00379
DB00193	DB00559
DB00470	DB01201
DB00528	DB06207
DB00622	DB01337
DB00042	DB00752
DB00413	DB00962
DB00187	DB00820
DB00208	DB00370
DB00498	DB00823
DB00898	DB01200
DB00270	DB01254
DB00294	DB01072
DB00382	DB01501
DB00813	DB09072
DB00186	DB01041
DB00325	DB09282
DB00715	DB00784
DB00977	DB09119
DB00196	DB01229
DB00765	DB01403
DB00802	DB08820
DB00648	DB06176
DB00864	DB01309
DB01037	DB06701
DB00091	DB04855
DB06212	DB09063
DB00301	DB00798
DB00046	DB00310
DB00590	DB06290
DB00819	DB00921
DB00884	DB01320
DB01023	DB09059
DB00370	DB00648
DB00214	DB09220
DB00470	DB01247
DB00397	DB06701
DB00625	DB01244
DB00374	DB00898
DB00091	DB01656
DB00401	DB08820
DB01560	DB06282
DB00163	DB00945
DB00569	DB01254
DB01242	DB08897
DB00177	DB01158
DB00508	DB01104
DB00301	DB00479
DB01038	DB01242
DB00524	DB00898
DB00325	DB00661
DB01151	DB06603
DB00610	DB00907
DB00391	DB09076
DB00220	DB08932
DB01223	DB01609
DB00006	DB00031
DB00013	DB06209
DB00390	DB01195
DB00835	DB09034
DB00794	DB09027
DB00013	DB06695
DB00813	DB06204
DB00796	DB00862
DB00880	DB01235
DB01351	DB06204
DB00501	DB00996
DB00512	DB01111
DB00594	DB00844
DB00687	DB00712
DB00741	DB06717
DB00215	DB00734
DB01307	DB09564
DB00268	DB06283
DB00009	DB00215
DB00374	DB00461
DB00382	DB00835
DB00422	DB00983
DB00215	DB01618
DB01045	DB06605
DB00765	DB01558
DB00486	DB00625
DB01174	DB01234
DB00884	DB00927
DB00544	DB00916
DB00472	DB01136
DB00630	DB00919
DB01167	DB09074
DB00519	DB06196
DB00470	DB00852
DB00203	DB00564
DB00712	DB00715
DB00935	DB01579
DB00042	DB01036
DB00073	DB08879
DB01174	DB09123
DB01320	DB01589
DB00364	DB00695
DB00834	DB01175
DB00333	DB00524
DB00252	DB08881
DB00214	DB00346
DB00437	DB00881
DB00961	DB01064
DB01613	DB08931
DB04924	DB06282
DB00425	DB00748
DB00672	DB04339
DB00029	DB11095
DB00413	DB00683
DB00046	DB08912
DB00621	DB00635
DB00912	DB01263
DB00484	DB00899
DB00823	DB06335
DB00178	DB01395
DB00243	DB00582
DB00679	DB01012
DB00379	DB00806
DB00486	DB00754
DB00204	DB00420
DB00423	DB01017
DB00715	DB06228
DB01097	DB01590
DB09073	DB09074
DB00737	DB00895
DB05271	DB09300
DB00215	DB00468
DB01215	DB09063
DB00482	DB09285
DB00233	DB06779
DB00343	DB01076
DB00912	DB01621
DB00220	DB01023
DB00243	DB01609
DB00285	DB00988
DB00496	DB01021
DB01026	DB01198
DB00268	DB00842
DB00820	DB00903
DB00201	DB04841
DB00418	DB00584
DB00317	DB00564
DB01021	DB01104
DB01223	DB01355
DB00284	DB00621
DB01038	DB04844
DB00816	DB09042
DB00496	DB09039
DB00619	DB01319
DB01320	DB09101
DB00883	DB09048
DB01193	DB01353
DB00397	DB00668
DB00698	DB00700
DB00938	DB01291
DB00316	DB01320
DB00450	DB04871
DB01225	DB01254
DB00159	DB00328
DB00227	DB09063
DB00232	DB01070
DB00013	DB00586
DB00571	DB01232
DB06636	DB08873
DB00437	DB00999
DB00215	DB09119
DB00820	DB09026
DB01247	DB01560
DB00708	DB00872
DB00040	DB00344
DB01223	DB08811
DB00657	DB01392
DB00816	DB01551
DB01168	DB04817
DB00203	DB00932
DB01124	DB06335
DB00342	DB00705
DB00715	DB11133
DB01323	DB08883
DB00041	DB00316
DB00035	DB00420
DB00208	DB09128
DB00220	DB01395
DB00333	DB00808
DB00662	DB09290
DB01076	DB09026
DB00283	DB09072
DB00603	DB06779
DB00397	DB00745
DB01254	DB09049
DB00041	DB00968
DB00222	DB00582
DB00215	DB01398
DB00279	DB01357
DB01241	DB08899
DB00834	DB01285
DB00230	DB00413
DB00387	DB00844
DB00303	DB00864
DB00661	DB05521
DB00224	DB08827
DB00539	DB00559
DB00623	DB00956
DB00613	DB04839
DB00622	DB01323
DB00521	DB01158
DB00220	DB08914
DB00498	DB01109
DB00794	DB08896
DB00559	DB06212
DB00215	DB06695
DB00338	DB01263
DB01398	DB06228
DB00976	DB01036
DB00047	DB01277
DB01026	DB08875
DB00540	DB09220
DB00081	DB00285
DB00030	DB01124
DB00559	DB01590
DB06643	DB09330
DB00820	DB08899
DB00072	DB05259
DB00528	DB00582
DB00266	DB00822
DB00656	DB06290
DB00196	DB00475
DB08910	DB09033
DB00232	DB00816
DB00458	DB00765
DB00285	DB00648
DB00268	DB04953
DB00346	DB00368
DB00333	DB01264
DB01076	DB06717
DB00594	DB01156
DB00238	DB01037
DB00572	DB00761
