,Drug_ID,Protein_ID,label
1037,DB00173,Q9BY49,1
1038,DB01577,P08913,1
1039,DB00764,P10632,1
1040,DB00921,P41145,1
1041,DB07513,P27338,1
1042,DB00381,P17405,1
1043,DB01361,P11509,1
1044,DB01772,P49841,1
1045,DB00312,P14867,1
1046,DB04530,P11309,1
1047,DB03760,P10515,1
1048,DB00276,P11388,1
1049,DB00139,Q9UBX3,1
1050,DB01129,P33261,1
1051,DB08384,Q9Y233,1
1052,DB07870,O00763,1
1053,DB07026,P39900,1
1054,DB06637,P22459,1
1055,DB01843,P11217,1
1056,DB08389,Q9Y233,1
1057,DB08099,P00797,1
1058,DB01028,P42261,1
1059,DB07288,P17948,1
1060,DB01558,P33261,1
1061,DB00544,P05177,1
1062,DB01234,P04798,1
1063,DB00850,P08684,1
1064,DB07177,Q8N8N7,1
1065,DB07979,P14920,1
1066,DB00568,P11509,1
1067,DB00622,P08912,1
1068,DB02008,P35558,1
1069,DB06439,P06858,1
1070,DB00777,P28335,1
1071,DB01003,P25815,1
1072,DB01029,P11712,1
1073,DB05271,P35462,1
1074,DB01594,A8MPY1,1
1075,DB01006,P11511,1
1076,DB00295,P35503,1
1077,DB00004,P31785,1
1078,DB00568,O95180,1
1079,DB00821,P23219,1
1080,DB01005,P23921,1
1081,DB01189,P47870,1
1082,DB02097,Q9BZX2,1
1083,DB00255,P03372,1
1084,DB00349,O14764,1
1085,DB00404,Q99928,1
1086,DB01050,P37231,1
1087,DB00327,P35372,1
1088,DB00588,P06401,1
1089,DB00877,P62942,1
1090,DB04525,P18031,1
1091,DB04898,P11712,1
1092,DB06335,P08684,1
1093,DB00208,P05181,1
1094,DB01576,Q05940,1
1095,DB09079,P06239,1
1096,DB04884,P08908,1
1097,DB02367,P08254,1
1098,DB00623,P05177,1
1099,DB00762,O60656,1
1100,DB00897,P28472,1
1101,DB00408,P28221,1
1102,DB00129,P05089,1
1103,DB03712,P12931,1
1104,DB00401,Q01668,1
1105,DB03147,P09622,1
1106,DB00370,P41145,1
1107,DB02678,P47929,1
1108,DB03013,P61626,1
1109,DB00418,Q16445,1
1110,DB01049,P18825,1
1111,DB01110,Q9H252,1
1112,DB04014,P49841,1
1113,DB05740,P36544,1
1114,DB00340,P11229,1
1115,DB00642,P22102,1
1116,DB05004,P50391,1
1117,DB07685,P24941,1
1118,DB00176,P33261,1
1119,DB00180,P04150,1
1120,DB04579,P07858,1
1121,DB00894,P11511,1
1122,DB03821,P15289,1
1123,DB01873,Q71U36,1
1124,DB04355,Q7Z4J2,1
1125,DB01080,P80404,1
1126,DB00315,P30939,1
1127,DB02481,P00325,1
1128,DB00186,Q99928,1
1129,DB04959,Q5T4S7,1
1130,DB00142,Q5JPH6,1
1131,DB00786,P08253,1
1132,DB00155,O95865,1
1133,DB05465,P36888,1
1134,DB06693,P23141,1
1135,DB05490,P37231,1
1136,DB00726,Q01959,1
1137,DB00246,P08913,1
1138,DB09102,Q9HB55,1
1139,DB00897,P20815,1
1140,DB07471,P20248,1
1141,DB00909,Q9UI33,1
1142,DB01107,O00591,1
1143,DB00364,P09038,1
1144,DB07829,Q16539,1
1145,DB01366,P07550,1
1146,DB02325,P07478,1
1147,DB00890,P03372,1
1148,DB00121,Q9Y289,1
1149,DB04600,P00918,1
1150,DB07624,P28845,1
1151,DB01149,P08684,1
1152,DB00062,P02649,1
1153,DB00522,P05981,1
1154,DB00233,Q9NZK7,1
1155,DB00731,P23219,1
1156,DB08411,P01857,1
1157,DB00257,P10635,1
1158,DB03738,Q96CD2,1
1159,DB00647,P41143,1
1160,DB01242,P28335,1
1161,DB07278,P00742,1
1162,DB07988,P08254,1
1163,DB00334,P35348,1
1164,DB06822,P01008,1
1165,DB05812,P10635,1
1166,DB00747,P14410,1
1167,DB00128,P08243,1
1168,DB00241,O14764,1
1169,DB00184,Q9GZZ6,1
1170,DB08340,P68400,1
1171,DB08903,P08684,1
1172,DB00237,P42262,1
1173,DB01110,Q86W47,1
1174,DB07933,Q92731,1
1175,DB07324,P07900,1
1176,DB07099,P09960,1
1177,DB07786,P00813,1
1178,DB00153,Q07973,1
1179,DB01008,P08263,1
1180,DB00289,P33261,1
1181,DB00846,P04150,1
1182,DB00155,Q9Y2J8,1
1183,DB02709,P04798,1
1184,DB04273,P11086,1
1185,DB01215,P48169,1
1186,DB00194,P00813,1
1187,DB04395,P19367,1
1188,DB00562,O43570,1
1189,DB00695,P00918,1
1190,DB03397,Q9UBQ6,1
1191,DB05271,P08684,1
1192,DB06888,P24941,1
1193,DB01307,P06213,1
1194,DB00621,P10275,1
1195,DB05219,Q07343,1
1196,DB00273,P39086,1
1197,DB04263,P11926,1
1198,DB00172,O43447,1
1199,DB06928,Q04609,1
1200,DB01267,P18825,1
1201,DB08292,P08238,1
1202,DB00292,Q9UN88,1
1203,DB01016,P50416,1
1204,DB01225,P01008,1
1205,DB01472,P35348,1
1206,DB04799,P22695,1
1207,DB00005,P12318,1
1208,DB03929,P29508,1
1209,DB07986,P08254,1
1210,DB01949,P14780,1
1211,DB00749,P35503,1
1212,DB07622,P24941,1
1213,DB00278,P00734,1
1214,DB08233,P20248,1
1215,DB00898,P48544,1
1216,DB09217,P35354,1
1217,DB01049,Q99928,1
1218,DB01104,Q01959,1
1219,DB03332,P29474,1
1220,DB00117,Q99624,1
1221,DB07340,Q9NQS7,1
1222,DB08549,P18031,1
1223,DB00264,P08588,1
1224,DB04400,P07101,1
1225,DB00420,P28335,1
1226,DB05332,P40238,1
1227,DB00025,O14832,1
1228,DB04434,P36897,1
1229,DB01791,P27815,1
1230,DB00513,P08519,1
1231,DB06287,P10635,1
1232,DB00320,P28221,1
1233,DB00490,P10635,1
1234,DB04470,P07477,1
1235,DB02471,Q6UWM7,1
1236,DB05457,P04818,1
1237,DB01267,P28221,1
1238,DB05743,P28221,1
1239,DB01029,P30556,1
1240,DB00317,P33261,1
1241,DB05246,O43497,1
1242,DB04077,P84077,1
1243,DB08765,P14174,1
1244,DB00408,P35367,1
1245,DB08773,Q15596,1
1246,DB01708,Q06520,1
1247,DB07535,P56817,1
1248,DB08383,Q9Y233,1
1249,DB00731,Q09428,1
1250,DB00162,Q9HBH5,1
1251,DB01365,P07550,1
1252,DB01090,Q9GZZ6,1
1253,DB07668,P17538,1
1254,DB04591,P00734,1
1255,DB05777,P12259,1
1256,DB00882,P05181,1
1257,DB00929,P35408,1
1258,DB03886,P00374,1
1259,DB01223,P05181,1
1260,DB00415,Q16348,1
1261,DB00142,Q04609,1
1262,DB07325,P07900,1
1263,DB01132,P10632,1
1264,DB03945,Q96BH3,1
1265,DB01023,P02585,1
1266,DB01232,P11712,1
1267,DB00098,Q95460,1
1268,DB00114,Q9GZT4,1
1269,DB06992,P28845,1
1270,DB08443,P07900,1
1271,DB00593,P24462,1
1272,DB03903,P68133,1
1273,DB00527,P62158,1
1274,DB00289,O15399,1
1275,DB00157,O75438,1
1276,DB03566,Q16881,1
1277,DB01711,P00326,1
1278,DB00308,O00180,1
1279,DB00198,Q99519,1
1280,DB01174,P14867,1
1281,DB04629,P68133,1
1282,DB00184,P43681,1
1283,DB03124,P42574,1
1284,DB03026,P60174,1
1285,DB00413,P41595,1
1286,DB00794,P42262,1
1287,DB04725,P51589,1
1288,DB06712,Q08289,1
1289,DB03345,Q96GD3,1
1290,DB06859,P00734,1
1291,DB00139,P13674,1
1292,DB00157,P09622,1
1293,DB00368,P08588,1
1294,DB00497,P35372,1
1295,DB00628,P14867,1
1296,DB02095,P27338,1
1297,DB03496,P24941,1
1298,DB00918,P10635,1
1299,DB08231,P00519,1
1300,DB00993,P47989,1
1301,DB02091,P20248,1
1302,DB01177,P11388,1
1303,DB03430,Q6UWM7,1
1304,DB00025,P49257,1
1305,DB01149,P28223,1
1306,DB00953,P21397,1
1307,DB00157,P40394,1
1308,DB05294,P31513,1
1309,DB05685,P33151,1
1310,DB04395,P29323,1
1311,DB00393,P54284,1
1312,DB01030,P08684,1
1313,DB01559,P47869,1
1314,DB01023,P20815,1
1315,DB01424,P33260,1
1316,DB00744,P09917,1
1317,DB08465,P08238,1
1318,DB07150,Q15788,1
1319,DB00129,P52569,1
1320,DB00699,P35348,1
1321,DB08672,P27487,1
1322,DB05147,P07437,1
1323,DB08445,P27487,1
1324,DB00825,O75762,1
1325,DB03758,P10515,1
1326,DB06209,P33261,1
1327,DB08896,P16234,1
1328,DB01151,P25100,1
1329,DB08739,P48147,1
1330,DB03963,Q9Y678,1
1331,DB08335,P14174,1
1332,DB00371,P28472,1
1333,DB00095,P31995,1
1334,DB04861,P08588,1
1335,DB04818,P27338,1
1336,DB00487,P05177,1
1337,DB01890,Q07869,1
1338,DB09034,O43613,1
1339,DB04816,P05177,1
1340,DB00983,P10635,1
1341,DB00408,P18825,1
1342,DB03783,P23219,1
1343,DB01611,P10635,1
1344,DB00949,Q12879,1
1345,DB02854,P01859,1
1346,DB00304,P03372,1
1347,DB00606,P00918,1
1348,DB00463,P34903,1
1349,DB01588,A8MPY1,1
1350,DB05098,P48357,1
1351,DB02506,P30153,1
1352,DB08807,P28222,1
1353,DB00182,P35348,1
1354,DB00202,P20309,1
1355,DB03227,Q9HAN9,1
1356,DB01009,P23219,1
1357,DB03967,P61626,1
1358,DB00458,P35368,1
1359,DB00078,P09871,1
1360,DB00800,P25100,1
1361,DB00539,P05177,1
1362,DB03793,P52758,1
1363,DB08320,P03372,1
1364,DB05064,P28845,1
1365,DB01819,P13929,1
1366,DB01240,Q16647,1
1367,DB02730,P19961,1
1368,DB00883,P08684,1
1369,DB05225,P20292,1
1370,DB00151,Q9BZV2,1
1371,DB00703,P00915,1
1372,DB00898,Q06432,1
1373,DB00675,P22310,1
1374,DB00413,P21918,1
1375,DB01273,Q15825,1
1376,DB00321,Q9H3N8,1
1377,DB00588,P08235,1
1378,DB01567,P24046,1
1379,DB01577,Q05940,1
1380,DB00201,P29274,1
1381,DB00031,P00747,1
1382,DB02010,P06239,1
1383,DB04119,P22314,1
1384,DB06963,P53350,1
1385,DB05327,P15121,1
1386,DB07315,P06737,1
1387,DB00679,P21728,1
1388,DB00829,P34903,1
1389,DB09079,P17948,1
1390,DB07975,Q02127,1
1391,DB03496,P11217,1
1392,DB03876,P00749,1
1393,DB02893,P50579,1
1394,DB03428,Q00535,1
1395,DB00159,P37231,1
1396,DB03661,P30305,1
1397,DB02335,P29474,1
1398,DB03886,Q03393,1
1399,DB01118,P24462,1
1400,DB00457,P25100,1
1401,DB00755,P10632,1
1402,DB01102,P07550,1
1403,DB00496,P20309,1
1404,DB06212,P08684,1
1405,DB04971,P37231,1
1406,DB05338,P11511,1
1407,DB00851,P05181,1
1408,DB08063,Q13133,1
1409,DB00171,P55263,1
1410,DB00262,P00390,1
1411,DB00674,P10635,1
1412,DB00515,P15559,1
1413,DB07736,P56817,1
1414,DB02288,P07477,1
1415,DB00715,P08172,1
1416,DB00122,Q8NE62,1
1417,DB00157,P51648,1
1418,DB00543,P25100,1
1419,DB01023,P10635,1
1420,DB05662,P03372,1
1421,DB08838,P02708,1
1422,DB00838,P04150,1
1423,DB05412,P00403,1
1424,DB06829,P18031,1
1425,DB07405,P35228,1
1426,DB01588,P18505,1
1427,DB04036,P26440,1
1428,DB01411,P19838,1
1429,DB07375,P01834,1
1430,DB00628,P28472,1
1431,DB00421,P54284,1
1432,DB00973,P22309,1
1433,DB08906,P04150,1
1434,DB00458,P28223,1
1435,DB00749,O60656,1
1436,DB00418,Q05586,1
1437,DB06403,P24530,1
1438,DB02701,P08684,1
1439,DB05752,P20309,1
1440,DB00316,P10632,1
1441,DB08234,P00374,1
1442,DB01544,P48169,1
1443,DB00475,P34903,1
1444,DB00170,P05177,1
1445,DB00857,P05108,1
1446,DB01049,P28472,1
1447,DB03380,P01303,1
1448,DB08130,Q02750,1
1449,DB00936,P11712,1
1450,DB01076,P33261,1
1451,DB07415,P56817,1
1452,DB01032,Q9NSA0,1
1453,DB04751,P12931,1
1454,DB01224,P11229,1
1455,DB00025,P00742,1
1456,DB05915,O14793,1
1457,DB00996,O60391,1
1458,DB03487,P61626,1
1459,DB00275,P30556,1
1460,DB01065,P11678,1
1461,DB06101,P35968,1
1462,DB00237,O14764,1
1463,DB03760,P23434,1
1464,DB07778,P14927,1
1465,DB00619,P04629,1
1466,DB01227,P08684,1
1467,DB03722,P09874,1
1468,DB00172,Q96C36,1
1469,DB00794,P18507,1
1470,DB00530,P08684,1
1471,DB03865,P00749,1
1472,DB00142,P54886,1
1473,DB03496,P11802,1
1474,DB00651,Q13946,1
1475,DB05153,Q02763,1
1476,DB04838,P54289,1
1477,DB00246,P21728,1
1478,DB06403,P35503,1
1479,DB01248,P24462,1
1480,DB00396,P11509,1
1481,DB00421,P08235,1
1482,DB05147,P68363,1
1483,DB00938,P24462,1
1484,DB01036,P11229,1
1485,DB06616,Q9Y2U5,1
1486,DB06637,Q9NZV8,1
1487,DB08063,P19793,1
1488,DB00753,P34903,1
1489,DB00934,P11229,1
1490,DB00472,P31645,1
1491,DB01104,P31645,1
1492,DB00726,P07550,1
1493,DB00842,Q99928,1
1494,DB04838,P23141,1
1495,DB04843,P11229,1
1496,DB01024,P20839,1
1497,DB00145,Q9P0Z9,1
1498,DB01058,P33261,1
1499,DB01107,Q99928,1
1500,DB04977,Q02928,1
1501,DB01151,P05181,1
1502,DB00794,P33261,1
1503,DB04446,P07477,1
1504,DB00150,P48775,1
1505,DB00468,P20815,1
1506,DB00051,P12318,1
1507,DB00224,P11712,1
1508,DB06151,O15111,1
1509,DB00967,P33261,1
1510,DB00420,P28223,1
1511,DB07038,O14757,1
1512,DB07186,P53350,1
1513,DB04856,P11712,1
1514,DB00465,P35354,1
1515,DB01023,P63316,1
1516,DB08175,Q13133,1
1517,DB00898,P07327,1
1518,DB01624,P10635,1
1519,DB00157,P47895,1
1520,DB02345,P49913,1
1521,DB00723,P35348,1
1522,DB01016,P08684,1
1523,DB06335,P20815,1
1524,DB00334,P18089,1
1525,DB00398,P10632,1
1526,DB01107,P47869,1
1527,DB01159,Q8N1C3,1
1528,DB03499,P23368,1
1529,DB00392,P06276,1
1530,DB00897,Q99928,1
1531,DB00072,P02747,1
1532,DB06681,P33681,1
1533,DB08687,Q9GZT9,1
1534,DB00075,P09871,1
1535,DB00349,P10635,1
1536,DB00988,P34969,1
1537,DB00376,P08912,1
1538,DB01731,P42768,1
1539,DB00451,P10632,1
1540,DB00143,P35754,1
1541,DB09083,P08684,1
1542,DB05171,Q96BI3,1
1543,DB02448,Q9NZK7,1
1544,DB00806,P21589,1
1545,DB01567,P18505,1
1546,DB04141,Q99643,1
1547,DB00308,Q06432,1
1548,DB00543,P21917,1
1549,DB00185,P20309,1
1550,DB00268,P28335,1
1551,DB00445,P47712,1
1552,DB00292,P15538,1
1553,DB00592,P28472,1
1554,DB06151,Q05586,1
1555,DB00122,Q9Y6K0,1
1556,DB00248,P21917,1
1557,DB00157,P53004,1
1558,DB00476,Q01959,1
1559,DB01594,P78334,1
1560,DB00501,P24462,1
1561,DB07641,P21397,1
1562,DB01420,P10275,1
1563,DB00605,P04798,1
1564,DB08037,P52732,1
1565,DB01337,P20309,1
1566,DB01186,P08913,1
1567,DB04953,P11245,1
1568,DB01392,Q99712,1
1569,DB00093,P37288,1
1570,DB08135,P24941,1
1571,DB02142,O15382,1
1572,DB01354,P43681,1
1573,DB01992,P43155,1
1574,DB08572,P20248,1
1575,DB00897,P47869,1
1576,DB08439,P35354,1
1577,DB01656,P27815,1
1578,DB02733,P11802,1
1579,DB07334,P35968,1
1580,DB00946,P11712,1
1581,DB00165,O00764,1
1582,DB01238,P28566,1
1583,DB00751,P25021,1
1584,DB07545,O14965,1
1585,DB01167,P24462,1
1586,DB00157,Q92781,1
1587,DB00537,Q12809,1
1588,DB07944,P00734,1
1589,DB04297,Q8WUI4,1
1590,DB01049,P18507,1
1591,DB00465,P23219,1
1592,DB04882,P11387,1
1593,DB05469,P35348,1
1594,DB00067,P30518,1
1595,DB03807,Q07343,1
1596,DB00591,P04150,1
1597,DB01278,O60895,1
1598,DB01226,P06276,1
1599,DB01437,P34903,1
1600,DB07999,P15121,1
1601,DB06695,O00748,1
1602,DB00246,P28223,1
1603,DB00860,P08684,1
1604,DB00996,Q05586,1
1605,DB07271,P27487,1
1606,DB08142,P24941,1
1607,DB00868,Q14524,1
1608,DB00191,Q01959,1
1609,DB00139,Q96I99,1
1610,DB01239,P20309,1
1611,DB08256,P34913,1
1612,DB01016,Q09428,1
1613,DB00201,P11712,1
1614,DB00141,O60909,1
1615,DB00842,P34903,1
1616,DB00370,P05177,1
1617,DB00196,P11712,1
1618,DB01236,O14764,1
1619,DB00026,P14778,1
1620,DB00909,O75493,1
1621,DB00171,O95342,1
1622,DB01252,P35503,1
1623,DB00043,Q01362,1
1624,DB01352,P31644,1
1625,DB02637,P35270,1
1626,DB00157,P00390,1
1627,DB05509,P35372,1
1628,DB07724,P37231,1
1629,DB04690,P11387,1
1630,DB00897,P18505,1
1631,DB07594,P07900,1
1632,DB05281,P10415,1
1633,DB08486,P68871,1
1634,DB00998,P05177,1
1635,DB08230,P11309,1
1636,DB00133,P49591,1
1637,DB01058,P08684,1
1638,DB06920,P00742,1
1639,DB07080,Q15596,1
1640,DB07601,P07900,1
1641,DB05875,P06276,1
1642,DB06741,Q05586,1
1643,DB01210,P08588,1
1644,DB00849,Q16445,1
1645,DB00381,P04798,1
1646,DB00498,Q9BQB6,1
1647,DB01708,Q99928,1
1648,DB00972,P10635,1
1649,DB03419,Q12882,1
1650,DB00829,P31644,1
1651,DB01021,P05023,1
1652,DB03297,P05981,1
1653,DB04869,P06881,1
1654,DB01615,P35367,1
1655,DB07319,P07900,1
1656,DB01241,P05177,1
1657,DB09078,P17948,1
1658,DB04530,P04818,1
1659,DB08837,Q9UGM1,1
1660,DB00535,P05164,1
1661,DB06688,P15309,1
1662,DB02833,P20248,1
1663,DB00552,P00813,1
1664,DB04513,P19429,1
1665,DB07247,P08709,1
1666,DB08066,P24941,1
1667,DB01365,P35348,1
1668,DB00371,Q8N1C3,1
1669,DB08423,Q16539,1
1670,DB01106,P35367,1
1671,DB01407,P05177,1
1672,DB07841,P53609,1
1673,DB04794,P05181,1
1674,DB00157,P19404,1
1675,DB00514,P33261,1
1676,DB08026,P53779,1
1677,DB00806,P05177,1
1678,DB04938,P33261,1
1679,DB00161,P26640,1
1680,DB05188,Q03181,1
1681,DB01205,O00591,1
1682,DB04725,Q9NZK7,1
1683,DB03370,P00813,1
1684,DB00201,O60658,1
1685,DB04983,P41231,1
1686,DB04821,P23975,1
1687,DB00172,P23284,1
1688,DB01131,P00374,1
1689,DB00157,Q04828,1
1690,DB08889,P28062,1
1691,DB00545,P08684,1
1692,DB00203,P20815,1
1693,DB00130,P00488,1
1694,DB00215,P10635,1
1695,DB00862,P18545,1
1696,DB03461,P29475,1
1697,DB00157,O75489,1
1698,DB00470,P34972,1
1699,DB01107,P34903,1
1700,DB00114,Q96A70,1
1701,DB01698,P08684,1
1702,DB00119,O15427,1
1703,DB01224,P08173,1
1704,DB07746,P50579,1
1705,DB01424,P11712,1
1706,DB01011,P08684,1
1707,DB01595,P47870,1
1708,DB00145,Q7Z2H8,1
1709,DB00157,O95479,1
1710,DB01626,P27338,1
1711,DB04117,P30084,1
1712,DB05001,P27487,1
1713,DB05146,P16234,1
1714,DB08356,Q16654,1
1715,DB02813,P07686,1
1716,DB00349,P18505,1
1717,DB03059,P16219,1
1718,DB01190,P08684,1
1719,DB00081,P02747,1
1720,DB02140,P09668,1
1721,DB00586,P14555,1
1722,DB00995,P30044,1
1723,DB06997,P08581,1
1724,DB02902,P49888,1
1725,DB08073,P31751,1
1726,DB04315,P11233,1
1727,DB07412,P27487,1
1728,DB00134,Q9H2M3,1
1729,DB00471,P23219,1
1730,DB00849,Q13002,1
1731,DB00849,P20813,1
1732,DB03925,Q9UNI1,1
1733,DB01559,P33261,1
1734,DB01727,O75874,1
1735,DB07163,P24941,1
1736,DB08867,P06401,1
1737,DB03693,P78368,1
1738,DB05127,Q9NYK1,1
1739,DB00908,P20813,1
1740,DB00086,P47712,1
1741,DB00321,P04629,1
1742,DB00545,P06276,1
1743,DB00306,Q99928,1
1744,DB00346,P25100,1
1745,DB00683,P24462,1
1746,DB06795,P23280,1
1747,DB01403,P18089,1
1748,DB02419,P62937,1
1749,DB02352,Q16539,1
1750,DB03319,P42262,1
1751,DB08880,Q02127,1
1752,DB00169,P10635,1
1753,DB05200,P10253,1
1754,DB04892,P22303,1
1755,DB03214,Q96QU6,1
1756,DB00818,P14867,1
1757,DB00627,P49019,1
1758,DB08210,P35557,1
1759,DB04779,P09848,1
1760,DB01442,P23975,1
1761,DB00157,P00374,1
1762,DB09073,P11802,1
1763,DB00144,Q9UG56,1
1764,DB00508,P08172,1
1765,DB00333,Q9GZZ6,1
1766,DB00661,Q13936,1
1767,DB01864,Q08188,1
1768,DB01055,P13500,1
1769,DB07147,P78536,1
1770,DB07449,Q9UM07,1
1771,DB05216,Q06609,1
1772,DB00731,P10635,1
1773,DB01045,Q9NPD5,1
1774,DB03376,P07814,1
1775,DB05109,P23219,1
1776,DB01239,P08173,1
1777,DB03399,P02144,1
1778,DB07684,P00750,1
1779,DB01588,O00591,1
1780,DB00801,P47870,1
1781,DB00252,Q14524,1
1782,DB03010,Q9NY65,1
1783,DB08060,P21549,1
1784,DB00944,P06276,1
1785,DB06774,P05164,1
1786,DB00270,Q13698,1
1787,DB02447,P11217,1
1788,DB07064,P52732,1
1789,DB00836,P08684,1
1790,DB08402,P37231,1
1791,DB01748,P00918,1
1792,DB02007,P06744,1
1793,DB03095,Q14376,1
1794,DB04841,P20813,1
1795,DB03886,P35270,1
1796,DB00898,P05181,1
1797,DB00993,P08263,1
1798,DB03932,P20701,1
1799,DB04946,P28223,1
1800,DB00289,Q8TCU5,1
1801,DB00696,P21728,1
1802,DB00163,O76054,1
1803,DB01656,Q08499,1
1804,DB01403,P28223,1
1805,DB05358,Q9BYF1,1
1806,DB08333,P14174,1
1807,DB06605,P00742,1
1808,DB00583,Q9H015,1
1809,DB07374,P55769,1
1810,DB06626,P35968,1
1811,DB06738,P08684,1
1812,DB01049,P34903,1
1813,DB06993,P27487,1
1814,DB02633,P15559,1
1815,DB00132,Q9GZR5,1
1816,DB01218,P20815,1
1817,DB01191,P28335,1
1818,DB09242,Q9Y2I1,1
1819,DB00349,P34903,1
1820,DB03127,P07478,1
1821,DB00477,P18089,1
1822,DB00381,P54289,1
1823,DB00762,Q969P6,1
1824,DB00157,P07327,1
1825,DB01353,P47869,1
1826,DB01767,P07477,1
1827,DB01071,P10635,1
1828,DB00683,P22310,1
1829,DB04850,P21397,1
1830,DB01254,P10721,1
1831,DB00228,O14764,1
1832,DB04578,P27487,1
1833,DB03270,P00918,1
1834,DB01933,O15530,1
1835,DB05157,P53778,1
1836,DB01045,P02768,1
1837,DB03114,P12931,1
1838,DB05280,P14416,1
1839,DB00184,Q16696,1
1840,DB00376,P20309,1
1841,DB01836,P07477,1
1842,DB01728,P08100,1
1843,DB01488,Q99720,1
1844,DB03727,P06132,1
1845,DB04827,P05164,1
1846,DB08807,P08588,1
1847,DB07216,P49356,1
1848,DB00554,P11712,1
1849,DB01174,P20815,1
1850,DB07374,P84098,1
1851,DB00485,P08684,1
1852,DB00809,P08172,1
1853,DB02716,P06730,1
1854,DB01104,P05177,1
1855,DB00025,P00740,1
1856,DB04485,O00142,1
1857,DB00604,P46098,1
1858,DB00246,P14416,1
1859,DB08218,P24941,1
1860,DB00193,P20309,1
1861,DB05096,Q14416,1
1862,DB00633,P05181,1
1863,DB00162,P09455,1
1864,DB00985,P35367,1
1865,DB02861,P00918,1
1866,DB01600,P23219,1
1867,DB08085,P10828,1
1868,DB11363,Q9UM73,1
1869,DB00721,P46098,1
1870,DB03288,P06737,1
1871,DB01587,Q8N1C3,1
1872,DB00624,P10632,1
1873,DB00246,P28221,1
1874,DB04675,P36873,1
1875,DB00734,P10635,1
1876,DB00675,P23141,1
1877,DB02112,P07477,1
1878,DB01972,P36959,1
1879,DB00095,O75015,1
1880,DB01062,P20815,1
1881,DB01115,Q13936,1
1882,DB00831,Q9NYX4,1
1883,DB01354,P42262,1
1884,DB00422,P31645,1
1885,DB01084,P35367,1
1886,DB07116,P13051,1
1887,DB02161,P23141,1
1888,DB04530,Q01064,1
1889,DB01549,Q8TCU5,1
1890,DB00313,Q8IWT1,1
1891,DB08810,P08908,1
1892,DB04125,P07477,1
1893,DB00772,P05177,1
1894,DB06939,P27487,1
1895,DB01045,P05177,1
1896,DB00118,P17707,1
1897,DB04395,Q12756,1
1898,DB00437,P47989,1
1899,DB02637,O75390,1
1900,DB08510,P01859,1
1901,DB01893,P12931,1
1902,DB00973,P16662,1
1903,DB01587,P18505,1
1904,DB06684,P08908,1
1905,DB07081,P27487,1
1906,DB08838,Q9UHC3,1
1907,DB00439,P04035,1
1908,DB03685,Q96AZ6,1
1909,DB00396,P05177,1
1910,DB01431,P03372,1
1911,DB00454,P31645,1
1912,DB05122,P13612,1
1913,DB01135,P06276,1
1914,DB05258,P17181,1
1915,DB07596,P00918,1
1916,DB09101,P08684,1
1917,DB01200,P21728,1
1918,DB05210,Q92569,1
1919,DB08896,P17948,1
1920,DB00831,P47989,1
1921,DB00927,P25021,1
1922,DB02581,P60568,1
1923,DB03685,Q7Z4J2,1
1924,DB06616,P24941,1
1925,DB01395,P10275,1
1926,DB06738,O60391,1
1927,DB04842,Q06432,1
1928,DB00075,P12318,1
1929,DB00157,P05093,1
1930,DB00436,P00918,1
1931,DB00898,Q92806,1
1932,DB01069,P35367,1
1933,DB03247,Q96CD2,1
1934,DB00656,P08684,1
1935,DB01182,P10632,1
1936,DB01068,P11245,1
1937,DB00696,P30939,1
1938,DB00726,P08912,1
1939,DB08479,P04818,1
1940,DB00762,P24462,1
1941,DB00606,P54710,1
1942,DB00144,Q9NY59,1
1943,DB00916,P11712,1
1944,DB04065,P07327,1
1945,DB00428,P11168,1
1946,DB01143,P05186,1
1947,DB02555,P60568,1
1948,DB06589,P35968,1
1949,DB04789,P48728,1
1950,DB08918,P51589,1
1951,DB00183,P32239,1
1952,DB00521,P08588,1
1953,DB07142,P00374,1
1954,DB07539,P24941,1
1955,DB00674,P08684,1
1956,DB01782,P53779,1
1957,DB07606,P24941,1
1958,DB00179,P51589,1
1959,DB00514,P32297,1
1960,DB01142,P28335,1
1961,DB04630,P08235,1
1962,DB01105,P31645,1
1963,DB01948,Q16539,1
1964,DB02996,Q9UKQ2,1
1965,DB02144,Q00169,1
1966,DB00898,Q8TCU5,1
1967,DB00081,O75015,1
1968,DB04946,P21917,1
1969,DB01189,P03886,1
1970,DB00794,O00591,1
1971,DB01221,P28566,1
1972,DB06731,P20815,1
1973,DB02596,Q96T66,1
1974,DB00786,Q9NPA2,1
1975,DB03189,P61626,1
1976,DB00593,P20815,1
1977,DB05219,P27815,1
1978,DB03247,P29475,1
1979,DB09049,P35372,1
1980,DB02220,P00918,1
1981,DB00647,P10635,1
1982,DB06207,P35348,1
1983,DB08313,O60760,1
1984,DB06710,P08684,1
1985,DB01591,P08173,1
1986,DB02546,Q9UBN7,1
1987,DB01032,P08684,1
1988,DB01088,P00750,1
1989,DB00655,P11712,1
1990,DB00715,P28223,1
1991,DB07607,Q16539,1
1992,DB08591,P18031,1
1993,DB03127,P42126,1
1994,DB05687,P14416,1
1995,DB07225,P07858,1
1996,DB07292,P09960,1
1997,DB01194,P08684,1
1998,DB00715,P20309,1
1999,DB01877,P08254,1
2000,DB07177,Q14914,1
2001,DB07227,P49356,1
2002,DB08760,P37231,1
2003,DB08818,P16070,1
2004,DB01354,P47869,1
2005,DB07203,P20248,1
2006,DB05492,P35367,1
