#Drug	Gene
DB00155	Q6TGC4
DB01205	Q99928
DB00458	P33260
DB06828	P09960
DB00526	P30711
DB03758	P14625
DB08342	Q86SZ2
DB01043	P46098
DB01142	P11229
DB00398	O60656
DB00199	P20815
DB06712	P08684
DB00759	Q9UM07
DB04831	P11712
DB00703	P33261
DB00842	Q9HB55
DB09078	P08684
DB04275	P35270
DB05184	P00519
DB01830	P06239
DB00580	P35354
DB00850	P21728
DB01664	P42262
DB07146	P06239
DB04855	P10635
DB00783	Q92731
DB01278	P30988
DB07506	Q9HB40
DB00526	P05164
DB00643	P04798
DB02255	P16112
DB07602	P00533
DB00028	P0C0L4
DB01388	P05177
DB00173	Q9BY49
DB01577	P08913
DB00764	P10632
DB00921	P41145
DB00772	P06276
DB01235	P21918
DB07298	P18031
DB07513	P27338
DB05260	P01584
DB00381	P17405
DB00110	O75015
DB00984	P10275
DB01361	P11509
DB01772	P49841
DB00312	P14867
DB04530	P11309
DB03760	P10515
DB00276	P11388
DB00139	Q9UBX3
DB02052	P49841
DB01129	P33261
DB08384	Q9Y233
DB06292	P16662
DB04844	P16152
DB07870	O00763
DB04751	Q9Y6M4
DB07026	P39900
DB01594	P14867
DB06637	P22459
DB01843	P11217
DB08389	Q9Y233
DB08099	P00797
DB01028	P42261
DB00213	P33261
DB02148	P07858
DB07288	P17948
DB01558	P33261
DB00501	P25021
DB00544	P05177
DB01234	P04798
DB04915	Q16206
DB00850	P08684
DB07177	Q8N8N7
DB07979	P14920
DB00568	P11509
DB00622	P08912
DB02008	P35558
DB06439	P06858
DB00777	P28335
DB01003	P25815
DB01029	P11712
DB05271	P35462
DB01594	A8MPY1
DB01006	P11511
DB04695	Q03426
DB00295	P35503
DB00004	P31785
DB00568	O95180
DB00821	P23219
DB01005	P23921
DB01189	P47870
DB04464	Q02221
DB00444	P20815
DB02097	Q9BZX2
DB00255	P03372
DB00349	O14764
DB00753	P23415
DB00404	Q99928
DB01050	P37231
DB00327	P35372
DB01431	P08684
DB00588	P06401
DB00877	P62942
DB04525	P18031
DB04898	P11712
DB05240	P42336
DB06335	P08684
DB00208	P05181
DB01576	Q05940
DB09079	P06239
DB04884	P08908
DB02367	P08254
DB07562	P24941
DB00623	P05177
DB03298	P12931
DB01496	Q16445
DB00794	P34903
DB00540	P20309
DB00801	Q8N1C3
DB01229	P11511
DB00762	O60656
DB00897	P28472
DB07091	P07477
DB01189	P98194
DB00408	P28221
DB00129	P05089
DB06905	P30153
DB03712	P12931
DB00401	Q01668
DB00114	P20711
DB03147	P09622
DB00370	P41145
DB02678	P47929
DB03013	P61626
DB03744	P06737
DB00418	Q16445
DB01049	P18825
DB04468	P62508
DB06016	P08684
DB05125	Q02127
DB00071	P06400
DB01110	Q9H252
DB04014	P49841
DB05740	P36544
DB00340	P11229
DB00642	P22102
DB00473	Q14524
DB05004	P50391
DB06148	P10635
DB00115	Q8IVH4
DB07685	P24941
DB00176	P33261
DB08907	P31639
DB04973	P04049
DB00180	P04150
DB04579	P07858
DB00894	P11511
DB03485	P02788
DB03821	P15289
DB01873	Q71U36
DB04355	Q7Z4J2
DB01080	P80404
DB00180	P08684
DB04763	P00918
DB00315	P30939
DB02481	P00325
DB00186	Q99928
DB04959	Q5T4S7
DB00142	Q5JPH6
DB00786	P08253
DB00155	O95865
DB05465	P36888
DB06693	P23141
DB00656	P08908
DB05490	P37231
DB03934	P99999
DB00726	Q01959
DB07187	P15121
DB08113	P61925
DB00246	P08913
DB04444	Q7Z406
DB04871	P11509
DB09102	Q9HB55
DB00897	P20815
DB01708	Q92731
DB07471	P20248
DB00909	Q9UI33
DB01107	O00591
DB00655	P20815
DB00364	P09038
DB06403	P16662
DB07829	Q16539
DB01366	P07550
DB02325	P07478
DB00890	P03372
DB00121	Q9Y289
DB04600	P00918
DB07624	P28845
DB01149	P08684
DB00062	P02649
DB00200	Q96EY8
DB00898	P31644
DB00114	P21549
DB00522	P05981
DB00233	Q9NZK7
DB00731	P23219
DB00495	P11509
DB08411	P01857
DB04147	P08100
DB00257	P10635
DB03738	Q96CD2
DB00647	P41143
DB01242	P28335
DB07278	P00742
DB02779	Q06124
DB07988	P08254
DB01033	P00492
DB00334	P35348
DB06822	P01008
DB00898	Q8WXA8
DB05812	P10635
DB00747	P14410
DB00128	P08243
DB00241	O14764
DB00184	Q9GZZ6
DB08340	P68400
DB03777	P41743
DB08903	P08684
DB00237	P42262
DB01110	Q86W47
DB00197	P62508
DB07933	Q92731
DB07324	P07900
DB07099	P09960
DB07786	P00813
DB00153	Q07973
DB00131	P23109
DB01008	P08263
DB00289	P33261
DB03088	P01709
DB00846	P04150
DB00155	Q9Y2J8
DB02709	P04798
DB04273	P11086
DB01215	P48169
DB00194	P00813
DB04395	P19367
DB00562	O43570
DB01096	P10635
DB00695	P00918
DB03397	Q9UBQ6
DB05271	P08684
DB06888	P24941
DB01307	P06213
DB00621	P10275
DB05219	Q07343
DB00327	P08684
DB00273	P39086
DB04263	P11926
DB00172	O43447
DB00470	P23219
DB04272	Q14749
DB00114	P19113
DB08860	P16662
DB06928	Q04609
DB01863	O43739
DB01267	P18825
DB08292	P08238
DB00292	Q9UN88
DB01016	P50416
DB01225	P01008
DB00368	P54219
DB01472	P35348
DB04799	P22695
DB00005	P12318
DB08846	P22748
DB03929	P29508
DB07783	P00813
DB07986	P08254
DB01949	P14780
DB00749	P35503
DB07622	P24941
DB04410	P07478
DB00278	P00734
DB00738	P33261
DB08233	P20248
DB00898	P48544
DB00231	P28476
DB02359	P07900
DB04654	P20231
DB09217	P35354
DB01049	Q99928
DB01104	Q01959
DB01188	P05023
DB03332	P29474
DB00117	Q99624
DB07340	Q9NQS7
DB08549	P18031
DB00264	P08588
DB04400	P07101
DB00420	P28335
DB00695	P52209
DB05332	P40238
DB05595	P15328
DB00025	O14832
DB04434	P36897
DB01791	P27815
DB00513	P08519
DB06287	P10635
DB00320	P28221
DB00289	Q14957
DB00490	P10635
DB08693	P17538
DB07339	P16083
DB04470	P07477
DB02471	Q6UWM7
DB05457	P04818
DB01267	P28221
DB07784	P01834
DB01103	P20815
DB01221	P08908
DB05743	P28221
DB01029	P30556
DB00317	P33261
DB05246	O43497
DB01963	P17538
DB04077	P84077
DB08765	P14174
DB00408	P35367
DB08773	Q15596
DB01708	Q06520
DB07535	P56817
DB08383	Q9Y233
DB00731	Q09428
DB01173	P23975
DB00162	Q9HBH5
DB01365	P07550
DB01090	Q9GZZ6
DB07668	P17538
DB04591	P00734
DB05777	P12259
DB08642	P00374
DB00882	P05181
DB00347	P08684
DB00227	P33261
DB00929	P35408
DB03886	P00374
DB00100	P03951
DB01223	P05181
DB00415	Q16348
DB00142	Q04609
DB07325	P07900
DB01132	P10632
DB00201	O00329
DB03945	Q96BH3
DB01023	P02585
DB05301	Q13393
DB00382	P22303
DB01100	P05177
DB07348	P84077
DB01232	P11712
DB00098	Q95460
DB00114	Q9GZT4
DB00898	P20813
DB02169	P36873
DB06992	P28845
DB01151	P17405
DB08443	P07900
DB00257	P10632
DB04207	Q9UDR5
DB00593	P24462
DB03903	P68133
DB00941	P06276
DB00441	P27707
DB00527	P62158
DB00289	O15399
DB00130	P15104
DB00157	O75438
DB03566	Q16881
DB00167	P54687
DB01711	P00326
DB00308	O00180
DB04902	Q9H244
DB03147	P27338
DB00198	Q99519
DB03461	P40925
DB01174	P14867
DB04629	P68133
DB00564	P33261
DB01351	P31644
DB00519	P23141
DB00184	P43681
DB03124	P42574
DB03026	P60174
DB00413	P41595
DB00794	P42262
DB01107	P14867
DB04725	P51589
DB00237	P78334
DB05463	Q9NR96
DB06712	Q08289
DB03345	Q96GD3
DB06859	P00734
DB00139	P13674
DB00157	P09622
DB00368	P08588
DB00497	P35372
DB00628	P14867
DB02095	P27338
DB03496	P24941
DB00918	P10635
DB08231	P00519
DB00170	P05181
DB00993	P47989
DB02091	P20248
DB01177	P11388
DB02379	Q701N4
DB00630	P14324
DB03430	Q6UWM7
DB00247	P28222
DB00025	P49257
DB01149	P28223
DB01373	Q13936
DB00953	P21397
DB00157	P40394
DB05294	P31513
DB06751	Q13936
DB05685	P33151
DB00148	Q14353
DB04395	P29323
DB02712	P15121
DB06772	P08684
DB00149	Q9UIC8
DB00142	P08243
DB00741	P08684
DB00393	P54284
DB01030	P08684
DB01137	P08684
DB01559	P47869
DB01023	P20815
DB01424	P33260
DB02917	Q9BY41
DB00744	P09917
DB04464	P03886
DB02452	O00142
DB08465	P08238
DB06990	P13051
DB01645	Q15788
DB00779	P48775
DB07150	Q15788
DB01244	P51787
DB00129	P52569
DB00699	P35348
DB00200	O60494
DB08672	P27487
DB03959	Q9Y663
DB05147	P07437
DB07859	P49841
DB08445	P27487
DB01763	Q13423
DB00825	O75762
DB00292	Q16445
DB03758	P10515
DB06209	P33261
DB08896	P16234
DB01151	P25100
DB08739	P48147
DB03963	Q9Y678
DB08335	P14174
DB08309	P24941
DB00071	P16870
DB00371	P28472
DB00095	P31995
DB05004	Q15761
DB00523	P28702
DB02155	P17612
DB05317	P04035
DB04861	P08588
DB02402	Q86XF0
DB04818	P27338
DB01058	P20815
DB00487	P05177
DB01890	Q07869
DB09034	O43613
DB00543	P31645
DB01232	P10635
DB06958	P07900
DB04816	P05177
DB00983	P10635
DB00347	P33261
DB00408	P18825
DB03783	P23219
DB01611	P10635
DB00949	Q12879
DB00574	P41595
DB02854	P01859
DB00304	P03372
DB00418	P43681
DB00606	P00918
DB00463	P34903
DB01588	A8MPY1
DB05098	P48357
DB02506	P30153
DB02452	P04183
DB01050	P35354
DB08807	P28222
DB00182	P35348
DB00908	P24462
DB00202	P20309
DB03227	Q9HAN9
DB06726	P13945
DB01009	P23219
DB03967	P61626
DB00458	P35368
DB00241	P18505
DB01181	P33260
DB00172	Q13427
DB00363	P28335
DB00078	P09871
DB00800	P25100
DB00539	P05177
DB03793	P52758
DB00112	O75015
DB08659	P00918
DB08320	P03372
DB05064	P28845
DB01819	P13929
DB07787	P09874
DB01240	Q16647
DB02730	P19961
DB00883	P08684
DB05225	P20292
DB00151	Q9BZV2
DB00703	P00915
DB00898	Q06432
DB00675	P22310
DB00413	P21918
DB00969	P46098
DB01273	Q15825
DB00321	Q9H3N8
DB00588	P08235
DB01567	P24046
DB01577	Q05940
DB02175	P12931
DB00301	P08684
DB02218	P19961
DB00201	P29274
DB00031	P00747
DB01199	P22303
DB02010	P06239
DB04119	P22314
DB06963	P53350
DB00056	P12318
DB05327	P15121
DB04077	Q9NZK7
DB07315	P06737
DB00679	P21728
DB00829	P34903
DB09079	P17948
DB07975	Q02127
DB03909	O00764
DB05004	P49146
DB00647	P10632
DB03496	P11217
DB03876	P00749
DB02875	P07477
DB00418	P47869
DB00636	P11509
DB01407	P07550
DB02893	P50579
DB03428	Q00535
DB00168	Q8NER1
DB00159	P37231
DB03661	P30305
DB02335	P29474
DB03886	Q03393
DB01579	P35348
DB01083	P08684
DB01118	P24462
DB02710	P80188
DB02877	P10826
DB01195	Q14524
DB00457	P25100
DB00755	P10632
DB01102	P07550
DB01558	P28476
DB00496	P20309
DB06212	P08684
DB07874	P56817
DB04607	P24941
DB06292	P10635
DB00409	P10635
DB04971	P37231
DB05338	P11511
DB00988	P09172
DB00851	P05181
DB08063	Q13133
DB00171	P55263
DB00262	P00390
DB00674	P10635
DB00515	P15559
DB00763	P05177
DB07736	P56817
DB02288	P07477
DB01118	P33261
DB00715	P08172
DB04688	P01859
DB00122	Q8NE62
DB00157	P51648
DB07158	O14757
DB00543	P25100
DB02458	P28161
DB01023	P10635
DB08774	O14757
DB05662	P03372
DB08838	P02708
DB00838	P04150
DB05412	P00403
DB06829	P18031
DB07405	P35228
DB08271	P39900
DB01588	P18505
DB00334	P28566
DB04036	P26440
DB01411	P19838
DB07375	P01834
DB00628	P28472
DB00421	P54284
DB00973	P22309
DB08906	P04150
DB00458	P28223
DB00749	O60656
DB00418	Q05586
DB00757	P10635
DB06403	P24530
DB02701	P08684
DB05752	P20309
DB00316	P10632
DB01114	P08684
DB06774	P15104
DB05218	P01375
DB08234	P00374
DB01544	P48169
DB00475	P34903
DB00170	P05177
DB00857	P05108
DB00210	P28702
DB01049	P28472
DB00531	P11712
DB03380	P01303
DB08130	Q02750
DB01613	P20594
DB00936	P11712
DB01076	P33261
DB07415	P56817
DB01032	Q9NSA0
DB04751	P12931
DB07718	P14174
DB01224	P11229
DB00366	P35367
DB04077	P09211
DB00025	P00742
DB05915	O14793
DB00996	O60391
DB03487	P61626
DB00275	P30556
DB01065	P11678
DB06101	P35968
DB00237	O14764
DB00962	P24462
DB03760	P23434
DB07778	P14927
DB00440	P04818
DB00619	P04629
DB01227	P08684
DB03722	P09874
DB00172	Q96C36
DB00794	P18507
DB00530	P08684
DB03865	P00749
DB02610	P00918
DB00142	P54886
DB03496	P11802
DB00435	P20813
DB00651	Q13946
DB00202	P11229
DB05153	Q02763
DB04838	P54289
DB00246	P21728
DB06403	P35503
DB01248	P24462
DB00396	P11509
DB00421	P08235
DB05147	P68363
DB00938	P24462
DB01036	P11229
DB06616	Q9Y2U5
DB06637	Q9NZV8
DB08089	P10275
DB08063	P19793
DB00753	P34903
DB00934	P11229
DB00472	P31645
DB01104	P31645
DB00463	Q99928
DB00726	P07550
DB00842	Q99928
DB04838	P23141
DB05204	Q06187
DB04843	P11229
DB01024	P20839
DB00145	Q9P0Z9
DB01058	P33261
DB01107	Q99928
DB02458	P09488
DB04977	Q02928
DB01151	P05181
DB00794	P33261
DB04446	P07477
DB00150	P48775
DB00468	P20815
DB04453	P04746
DB06692	P07477
DB00051	P12318
DB00224	P11712
DB02379	Q7Z4J2
DB06151	O15111
DB00967	P33261
DB00420	P28223
DB00724	P08684
DB00075	P04234
DB07038	O14757
DB07186	P53350
DB04856	P11712
DB00465	P35354
DB07796	P00734
DB01023	P63316
DB08175	Q13133
DB00898	P07327
DB01624	P10635
DB04395	P49368
DB00157	P47895
DB02345	P49913
DB00723	P35348
DB00191	P11712
DB01016	P08684
DB03461	Q7Z4W1
DB06335	P20815
DB00806	Q07343
DB00334	P18089
DB00398	P10632
DB01107	P47869
DB01159	Q8N1C3
DB03499	P23368
DB00392	P06276
DB00897	Q99928
DB00072	P02747
DB04137	P61587
DB06681	P33681
DB08687	Q9GZT9
DB00075	P09871
DB00349	P10635
DB00988	P34969
DB00376	P08912
DB00804	P08172
DB01731	P42768
DB00451	P10632
DB07863	Q15596
DB00151	Q9HA77
DB00143	P35754
DB09083	P08684
DB05171	Q96BI3
DB02448	Q9NZK7
DB04522	P06737
DB00806	P21589
DB01567	P18505
DB04141	Q99643
DB00308	Q06432
DB00543	P21917
DB00185	P20309
DB00268	P28335
DB00586	P35354
DB01408	P07550
DB00445	P47712
DB00292	P15538
DB00592	P28472
DB06151	Q05586
DB00122	Q9Y6K0
DB00248	P21917
DB00036	P10646
DB00157	P53004
DB00503	P05177
DB00476	Q01959
DB01036	P08912
DB01594	P78334
DB00501	P24462
DB07641	P21397
DB01420	P10275
DB00605	P04798
DB08037	P52732
DB01337	P20309
DB01186	P08913
DB04953	P11245
DB01392	Q99712
DB00093	P37288
DB00829	P18505
DB04855	P25100
DB08135	P24941
DB02142	O15382
DB00174	P08243
DB01354	P43681
DB01992	P43155
DB08572	P20248
DB11362	P23141
DB00897	P47869
DB08439	P35354
DB01656	P27815
DB02733	P11802
DB07334	P35968
DB00946	P11712
DB00165	O00764
DB01238	P28566
DB00751	P25021
DB07545	O14965
DB01167	P24462
DB00157	Q92781
DB00537	Q12809
DB07944	P00734
DB04297	Q8WUI4
DB01049	P18507
DB00082	P33260
DB00465	P23219
DB00679	P33261
DB04882	P11387
DB05469	P35348
DB00067	P30518
DB03807	Q07343
DB01120	Q09428
DB00591	P04150
DB06216	P25021
DB01278	O60895
DB01226	P06276
DB01437	P34903
DB07999	P15121
DB07093	P15121
DB06695	O00748
DB00246	P28223
DB00860	P08684
DB00897	P47870
DB00996	Q05586
DB08895	O60674
DB07271	P27487
DB08142	P24941
DB00868	Q14524
DB03959	P05230
DB00111	P12314
DB01074	P08684
DB00191	Q01959
DB00139	Q96I99
DB01239	P20309
DB08256	P34913
DB01016	Q09428
DB00201	P11712
DB00141	O60909
DB04781	P13716
DB00363	P05177
DB01119	P00918
DB00842	P34903
DB06287	P24462
DB06694	P35348
DB00370	P05177
DB03336	P21964
DB00196	P11712
DB01236	O14764
DB00026	P14778
DB00909	O75493
DB00171	O95342
DB09068	P28222
DB01252	P35503
DB00043	Q01362
DB01352	P31644
DB00122	P28329
DB02637	P35270
DB00157	P00390
DB05509	P35372
DB00408	P11229
DB07724	P37231
DB00835	P11229
DB04690	P11387
DB00396	P10632
DB00897	P18505
DB07594	P07900
DB05281	P10415
DB00108	P02747
DB08486	P68871
DB00998	P05177
DB08230	P11309
DB00133	P49591
DB01058	P08684
DB06920	P00742
DB02656	P48736
DB00898	Q9GZZ6
DB07080	Q15596
DB07601	P07900
DB05875	P06276
DB00572	P08172
DB06741	Q05586
DB01210	P08588
DB00849	Q16445
DB00381	P04798
DB00498	Q9BQB6
DB06947	P00734
DB01708	Q99928
DB00972	P10635
DB03419	Q12882
DB00398	P08684
DB00829	P31644
DB01021	P05023
DB03297	P05981
DB04272	P15121
DB04869	P06881
DB01615	P35367
DB07319	P07900
DB07461	P00734
DB01241	P05177
DB05265	Q8NFA2
DB09078	P17948
DB00852	P05412
DB00332	P10635
DB04530	P04818
DB08837	Q9UGM1
DB00126	P09848
DB01151	P08172
DB00535	P05164
DB06688	P15309
DB00193	P23975
DB08647	P01834
DB02833	P20248
DB01159	P47869
DB00552	P00813
DB04513	P19429
DB00694	P11388
DB07247	P08709
DB08066	P24941
DB01365	P35348
DB00371	Q8N1C3
DB02843	P11217
DB00910	P11473
DB07921	P39900
DB08423	Q16539
DB00143	Q04760
DB01106	P35367
DB01407	P05177
DB07841	P53609
DB04794	P05181
DB00157	P19404
DB00514	P33261
DB00813	P24462
DB04552	P35354
DB08026	P53779
DB09054	P10632
DB06243	P11926
DB00806	P05177
DB03597	O76074
DB02207	P29474
DB04938	P33261
DB05398	P21926
DB00161	P26640
DB05188	Q03181
DB01205	O00591
DB01151	P18825
DB04725	Q9NZK7
DB03370	P00813
DB00201	O60658
DB04983	P41231
DB08247	P24941
DB00308	Q12809
DB04821	P23975
DB00997	Q16678
DB00201	Q16678
DB00172	P23284
DB00475	P31644
DB01131	P00374
DB00806	O76074
DB00157	Q04828
DB08889	P28062
DB00545	P08684
DB08463	P24941
DB00203	P20815
DB00130	P00488
DB00215	P10635
DB00862	P18545
DB03461	P29475
DB00157	O75489
DB00114	P24298
DB00470	P34972
DB08901	P20815
DB01107	P34903
DB00114	Q96A70
DB00157	Q16836
DB01698	P08684
DB00119	O15427
DB01224	P08173
DB03144	P35228
DB00882	P05177
DB07746	P50579
DB01424	P11712
DB04315	P63096
DB00128	P17174
DB01011	P08684
DB01595	P47870
DB00145	Q7Z2H8
DB00157	O95479
DB01626	P27338
DB04117	P30084
DB05001	P27487
DB05146	P16234
DB08356	Q16654
DB02813	P07686
DB08098	P15121
DB07267	P36897
DB00780	P08684
DB00349	P18505
DB00370	P21728
DB03059	P16219
DB01190	P08684
DB00081	P02747
DB00196	P15538
DB02528	P02144
DB02140	P09668
DB00586	P14555
DB00995	P30044
DB06997	P08581
DB02902	P49888
DB08073	P31751
DB04315	P11233
DB07412	P27487
DB01429	P10635
DB00134	Q9H2M3
DB00471	P23219
DB05361	P25116
DB06228	P08684
DB00849	Q13002
DB01142	P05177
DB00740	P05177
DB00637	Q12809
DB00117	P12081
DB00849	P20813
DB01589	Q16445
DB03925	Q9UNI1
DB01559	P33261
DB00370	Q9Y5N1
DB01580	P07550
DB01727	O75874
DB07163	P24941
DB07302	P37231
DB08867	P06401
DB03693	P78368
DB07021	P27487
DB00794	P47870
DB01028	Q16445
DB05127	Q9NYK1
DB00908	P20813
DB00086	P47712
DB04856	P20815
DB00321	P04629
DB00545	P06276
DB05278	P02741
DB00306	Q99928
DB00346	P25100
DB01024	P19224
DB00683	P24462
DB06795	P23280
DB01236	P18507
DB01403	P18089
DB02889	P04746
DB03680	Q16798
DB02419	P62937
DB06268	P33261
DB02352	Q16539
DB03319	P42262
DB08880	Q02127
DB00169	P10635
DB05200	P10253
DB04892	P22303
DB07071	P03951
DB00593	P08684
DB03214	Q96QU6
DB00679	P10635
DB03227	Q10588
DB00818	P14867
DB00786	O60882
DB00627	P49019
DB08210	P35557
DB00370	P46098
DB04779	P09848
DB00475	P47870
DB01442	P23975
DB00157	P00374
DB06733	P38606
DB09073	P11802
DB00144	Q9UG56
DB00508	P08172
DB04272	P12724
DB00333	Q9GZZ6
DB00661	Q13936
DB01864	Q08188
DB01055	P13500
DB07147	P78536
DB00917	P34995
DB07449	Q9UM07
DB05216	Q06609
DB00731	P10635
DB01045	Q9NPD5
DB03376	P07814
DB05109	P23219
DB01068	P30536
DB01239	P08173
DB03399	P02144
DB07684	P00750
DB01588	O00591
DB00801	P47870
DB00252	Q14524
DB00889	P08684
DB01947	P12931
DB03010	Q9NY65
DB08060	P21549
DB00397	P21728
DB00997	P20813
DB00944	P06276
DB06774	P05164
DB00270	Q13698
DB02447	P11217
DB01062	P08684
DB02325	P14555
DB07064	P52732
DB00836	P08684
DB00311	P00915
DB08402	P37231
DB01748	P00918
DB02007	P06744
DB03095	Q14376
DB04841	P20813
DB03886	P35270
DB00898	P05181
DB00993	P08263
DB03932	P20701
DB07843	P00742
DB07233	P78536
DB00802	P24462
DB04946	P28223
DB00289	Q8TCU5
DB00696	P21728
DB08121	P37231
DB00163	O76054
DB01656	Q08499
DB01403	P28223
DB00734	P28223
DB00394	P04150
DB05358	Q9BYF1
DB08333	P14174
DB00184	P05177
DB00714	P28335
DB06605	P00742
DB04324	P53582
DB00583	Q9H015
DB07374	P55769
DB06626	P35968
DB06738	P08684
DB01049	P34903
DB06993	P27487
DB02633	P15559
DB07728	P49137
DB00132	Q9GZR5
DB01218	P20815
DB01191	P28335
DB02482	P08100
DB08815	P08913
DB00459	P09455
DB09242	Q9Y2I1
DB00636	P09210
DB00349	P34903
DB01245	P22303
DB03127	P07478
DB00477	P18089
DB00381	P54289
DB00762	Q969P6
DB00157	P07327
DB01255	P35368
DB01353	P47869
DB01232	P08684
DB06148	P35368
DB01767	P07477
DB01071	P10635
DB00683	P22310
DB04850	P21397
DB01254	P10721
DB00172	Q8IVL5
DB00228	O14764
DB04578	P27487
DB01205	Q16445
DB00159	O60427
DB03270	P00918
DB01933	O15530
DB05157	P53778
DB01045	P02768
DB00819	P29972
DB03114	P12931
DB05280	P14416
DB00184	Q16696
DB00376	P20309
DB03247	Q02127
DB01836	P07477
DB01221	P28223
DB01728	P08100
DB01488	Q99720
DB03727	P06132
DB04827	P05164
DB08807	P08588
DB00865	P35348
DB07216	P49356
DB00554	P11712
DB01174	P20815
DB07374	P84098
DB00485	P08684
DB00809	P08172
DB02716	P06730
DB02504	P14555
DB01104	P05177
DB01990	P35398
DB00025	P00740
DB04485	O00142
DB01189	O14764
DB00349	O00591
DB00604	P46098
DB00515	P09211
DB01171	P27338
DB07858	P61925
DB00246	P14416
DB08218	P24941
DB01863	O15530
DB00193	P20309
DB00171	P08243
DB05096	Q14416
DB00633	P05181
DB00622	P35368
DB00162	P09455
DB00985	P35367
DB02861	P00918
DB00156	Q8IYQ7
DB01600	P23219
DB08085	P10828
DB00920	Q07343
DB11363	Q9UM73
DB00721	P46098
DB01541	P10275
DB04697	P00734
DB01567	P28476
DB03288	P06737
DB01587	Q8N1C3
DB00624	P10632
DB00246	P28221
DB04675	P36873
DB00734	P10635
DB01049	P28222
DB00675	P23141
DB02112	P07477
DB01972	P36959
DB00095	O75015
DB01062	P20815
DB01115	Q13936
DB00831	Q9NYX4
DB01354	P42262
DB00169	P33261
DB00422	P31645
DB01084	P35367
DB07116	P13051
DB01041	P02763
DB02161	P23141
DB04530	Q01064
DB01549	Q8TCU5
DB00313	Q8IWT1
DB08810	P08908
DB04125	P07477
DB00772	P05177
DB06939	P27487
DB01045	P05177
DB00118	P17707
DB04395	Q12756
DB00420	P35348
DB00078	P12318
DB00437	P47989
DB08437	P40429
DB02637	O75390
DB08510	P01859
DB01893	P12931
DB04975	P11388
DB00973	P16662
DB07454	P10275
DB01587	P18505
DB06684	P08908
DB07081	P27487
DB08791	P08581
DB08838	Q9UHC3
DB04846	P08684
DB00439	P04035
DB03685	Q96AZ6
DB00316	P23219
DB00396	P05177
DB01431	P03372
DB03306	P12931
DB00454	P31645
DB05122	P13612
DB03389	P09848
DB00228	P47869
DB01135	P06276
DB05258	P17181
DB00598	P10635
DB01062	P10632
DB00543	P47869
DB04141	P21912
DB07596	P00918
DB00201	O95263
DB09101	P08684
DB01200	P21728
DB05210	Q92569
DB08896	P17948
DB00831	P47989
DB00927	P25021
DB02581	P60568
DB03685	Q7Z4J2
DB00191	P31645
DB06616	P24941
DB01395	P10275
DB06738	O60391
DB04842	Q06432
DB00198	P23141
DB00546	Q99928
DB00075	P12318
DB00157	P05093
DB00436	P00918
DB00898	Q92806
DB01069	P35367
DB03247	Q96CD2
DB00656	P08684
DB01182	P10632
DB08601	P19793
DB01068	P11245
DB00696	P30939
DB00726	P08912
DB04345	P30043
DB08479	P04818
DB00762	P24462
DB00606	P54710
DB00144	Q9NY59
DB00916	P11712
DB04065	P07327
DB00428	P11168
DB01143	P05186
DB02555	P60568
DB00148	P12277
DB06148	P41595
DB06589	P35968
DB04789	P48728
DB08918	P51589
DB00183	P32239
DB00521	P08588
DB07142	P00374
DB04339	P09211
DB07539	P24941
DB00674	P08684
DB01782	P53779
DB07606	P24941
DB00179	P51589
DB00306	P43681
DB00514	P32297
DB01142	P28335
DB04630	P08235
DB01105	P31645
DB01236	P14867
DB01948	Q16539
DB02996	Q9UKQ2
DB02144	Q00169
DB00898	Q8TCU5
DB01189	P18507
DB00081	O75015
DB04946	P21917
DB04099	Q9HAN9
DB01189	P03886
DB00794	O00591
DB02636	Q9NZK7
DB00829	P47869
DB01221	P28566
DB01992	Q92993
DB08820	P08684
DB00705	P08684
DB00363	P33261
DB06731	P20815
DB00009	P05121
DB01192	P41143
DB02596	Q96T66
DB00786	Q9NPA2
DB03189	P61626
DB00112	P08637
DB00346	P08684
DB00593	P20815
DB05219	P27815
DB03523	Q02127
DB03247	P29475
DB09049	P35372
DB02220	P00918
DB00647	P10635
DB04844	Q05940
DB00091	P33261
DB08006	Q02127
DB03506	P07741
DB06207	P35348
DB08313	O60760
DB06710	P08684
DB01591	P08173
DB01081	P35372
DB02546	Q9UBN7
DB01032	P08684
DB03010	Q9BQE3
DB01392	Q9UNX9
DB01088	P00750
DB00655	P11712
DB00715	P28223
DB07607	Q16539
DB00055	P12259
DB08165	P00918
DB07763	P31930
DB08591	P18031
DB03127	P42126
DB05687	P14416
DB01086	P23141
DB07225	P07858
DB07292	P09960
DB07742	P00918
DB01194	P08684
DB00715	P20309
DB01877	P08254
DB07177	Q14914
DB07227	P49356
DB08760	P37231
DB08818	P16070
DB01354	P47869
DB07203	P20248
DB01179	P33261
DB05492	P35367
DB00448	Q16678
DB00013	P05120
DB04932	P30542
DB08828	P08684
DB00674	Q15822
DB03595	P07477
DB00755	P11509
DB08515	P49720
DB05408	P42574
DB09292	P08473
DB05049	P46098
DB02659	P00326
DB00880	P22748
DB01235	P21728
DB07846	P22303
DB00997	P42330
DB01285	O15528
DB00028	P01031
DB00661	Q14654
DB00031	P27824
DB00972	P10632
DB00197	P19224
DB01589	P08684
DB00575	P35348
DB00197	P08684
DB02379	P47929
DB00095	P02745
DB00160	Q8TD30
DB04356	P00492
DB01442	P28223
DB07557	P19793
DB09014	Q99720
DB07654	O14757
DB08453	P08574
DB00044	P22888
DB03461	P14550
